id,Sentence,language,emotion
8783,یہ چھ اکہ واریاہ کالہ  پیٹھٕ گۄڈنچہ لٹہ ییٚلہ مےٚ پانس متعلق ژےٚ نشہ کیٚنہہ رُت بُوز۔,Kashmiri,surprise
10984,ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱱᱟᱯᱟᱭ ᱮᱛᱚᱦᱚᱵ ᱠᱟᱱᱟ ᱡᱮ ᱟᱢ ᱢᱤᱫᱴᱟᱝ ᱯᱚᱡᱤᱴᱤᱵᱷ ᱟᱣᱩᱴᱞᱩᱠ ᱯᱷᱮᱨᱟᱣ ᱵᱟᱵᱚᱫ ᱛᱮᱢ ᱩᱭᱦᱟᱹᱨ ᱮᱫᱟ ᱾ ᱱᱚᱶᱟ ᱛᱟᱨᱟ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱫᱚ ᱡᱤᱛᱟᱹᱣ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱟᱨ ᱤᱧ ᱟᱢ ᱞᱟᱹᱜᱤᱫ ᱤᱧ ᱠᱩᱥᱤᱜ ᱠᱟᱱᱟ ᱾,Santali,happy
10623,ᱤᱧ ᱫᱚ ᱥᱟᱹᱨᱤᱜᱮ ᱨᱟᱹᱥᱠᱟᱹᱧ ᱟᱴᱠᱟᱨ ᱮᱫᱟ ᱡᱮ ᱟᱢ ᱦᱚᱦᱚ ᱨᱮᱭᱟᱜ ᱤᱧ ᱴᱷᱟᱲᱚ ᱜᱚᱴᱟ ᱟᱠᱟᱫᱟᱼ ᱤᱧᱟᱹᱜ ᱯᱷᱨᱤᱡ ᱨᱮ ᱪᱮᱫ ᱮᱴᱠᱮᱴᱚᱲᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱟᱢ ᱪᱤᱠᱟᱹᱛᱮ ᱱᱚᱶᱟᱢ ᱴᱷᱤᱠᱟ ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱵᱤᱥᱲᱤ ᱤᱧ ᱟᱹᱰᱤ ᱡᱟᱹᱥᱛᱤ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱫᱟᱲᱮᱭ ᱤᱢᱟᱹᱧᱟ ᱾,Santali,happy
11346,"ᱡᱚᱠᱷᱚᱱ ᱜᱮ ᱩᱵᱟᱨ ᱰᱨᱟᱭᱵᱷᱟᱨ ᱠᱚ ᱤᱧ ᱠᱚ ᱵᱟᱹᱛᱤᱞᱤᱧᱟᱹ, ᱠᱷᱟᱥᱠᱟᱨᱛᱮ ᱡᱩᱫᱤ ᱡᱟᱦᱟᱱ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱢᱤᱴᱤᱝ ᱛᱟᱦᱮᱱᱟ ᱩᱱᱫᱚ ᱟᱹᱰᱤ ᱵᱮᱡᱟᱨᱤᱧ ᱟᱹᱭᱠᱟᱹᱣᱟ ᱾",Santali,anger
2381,"ꯑꯩꯍꯥꯛꯅ ꯃꯔꯨꯑꯣꯏꯅ ꯑꯩꯍꯥꯛꯀꯤ ꯁꯨꯒꯗꯕ ꯐꯤꯔꯣꯛꯁꯤꯡ ꯑꯗꯨ ꯄꯨꯡ ꯑꯃꯒꯤ ꯃꯃꯥꯡꯗ ꯍꯣꯇꯦꯜꯒꯤ ꯊꯧꯃꯤꯁꯤꯡꯗ ꯂꯧꯕ ꯂꯥꯛꯅꯕ ꯍꯥꯏꯈ꯭ꯔꯕꯅꯤ, ꯑꯗꯨꯒ ꯃꯤ ꯑꯃꯠꯇ ꯂꯥꯛꯈꯤꯗꯦ ꯫ ꯃꯁꯤꯒꯤ ꯃꯊꯧ ꯃꯁꯛ ꯈꯪꯗꯕ ꯃꯋꯣꯡ ꯑꯁꯤꯅ ꯑꯩꯍꯥꯛꯀꯤ ꯇꯧꯒꯗꯕ ꯊꯕꯛꯁꯤꯡ ꯑꯁꯤ ꯂꯣꯏꯅ ꯊꯦꯡꯊꯍꯜꯂꯦ !",Manipuri,anger
671,پرانہِ بیٲرِ كٲنی پیٹھہٕ كٕر كٕر آواز  چھےٚ تھٕر كنڈِس تٲر كھاران تہٕ خوف سٕتۍ ولان ۔,Kashmiri,fear
2106,"ᱤᱧᱟᱜ ᱚᱱᱛᱚᱨ ᱠᱷᱚᱱᱟᱜ ᱤᱠᱟᱹᱧ ᱠᱷᱚᱡ ᱮᱫᱟ ! ᱤᱧ ᱟᱢᱤᱧ ᱜᱚᱲᱚ ᱫᱟᱲᱮᱭᱟᱢᱟ ᱱᱚᱝᱠᱟᱱ ᱡᱟᱦᱟᱱᱟᱜ ᱛᱟᱦᱮ ᱞᱮᱱᱠᱷᱟᱱ, ᱫᱟᱭᱟ ᱠᱟᱛᱮ ᱡᱚᱜᱟᱡᱳᱜ ᱞᱟᱹᱜᱤᱫ ᱟᱞᱚᱢ ᱞᱟᱡᱟᱜᱼᱟ ᱾",Santali,sad
2094,مے٘ اوس پریتہ مسامہٕ منز خٗشی پشپان ییٚلہ مےٚ آرلینٛڈو چہ ڈزنی ورلڈ پارکہ منٛز قدم ترٛوو۔,Kashmiri,happy
6305,ꯃꯃꯤꯡ ꯂꯩꯔꯕ ꯃꯐꯝ ꯑꯗꯨ ꯌꯨꯝ ꯁꯦꯝꯖꯟꯕꯒꯤ ꯁꯒꯥꯏꯁꯤꯡꯅ ꯈꯨꯝꯖꯤꯟꯕ ꯑꯃꯁꯨꯡ ꯃꯁꯤꯒꯤ ꯑꯁꯦꯡꯕ ꯐꯖꯔꯕ ꯁꯛꯇꯝ ꯑꯗꯨ ꯈꯟꯖꯤꯟꯕ ꯑꯗꯨ ꯎꯕꯕ ꯑꯩꯍꯥꯛ ꯅꯤꯡꯕ ꯀꯥꯏꯈꯤ ꯫,Manipuri,sad
9962,ڈاکٹرن ترٲو ٹیسٹ سٹرپس پیٹھ پۄند  تہ پتہ دِژن مےٚ۔,Kashmiri,disgust
4080,"ꯌꯨ. ꯑꯦꯁ. ꯗ ꯒꯥꯔꯤ ꯊꯧꯔꯨꯔꯕ ꯃꯇꯨꯡꯗ, ꯌꯨꯝ ꯍꯟꯂꯛꯄꯗ ꯚꯥꯔꯠꯀꯤ ꯂꯝꯕꯤꯁꯤꯡꯗ ꯃꯊꯣꯡ ꯍꯨꯛꯇꯕ ꯒꯥꯔꯤ ꯊꯧꯕꯒꯤ ꯍꯩꯅꯕꯤ ꯑꯁꯤꯗ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯇꯕ ꯐꯥꯎꯗꯕ ꯉꯝꯗꯦ ꯫",Manipuri,disgust
4836,ꯅꯍꯥꯛꯀꯤ ꯊꯕꯛ ꯇꯧꯔꯤꯕ ꯃꯤꯑꯣꯏ ꯑꯗꯨꯒꯤ ꯃꯑꯣꯡ ꯃꯇꯧ ꯑꯗꯨ ꯁꯨꯛꯌꯥ ꯌꯥꯅꯤꯡꯗꯦꯀꯣ ꯫,Manipuri,anger
4149,مے٘ چھٗ حیرت  ز اخبار انن وول  لڑکہٕ  کتھہٕ كٕنۍ چھُ اخبار برابر  اکھ پورہیوٚر دٲرِتھ دِوان ۔,Kashmiri,surprise
7882,"ꯋꯥꯎ, ꯃꯗꯨ ꯌꯥꯝꯅ ꯅꯩꯕ ꯃꯥꯜꯂꯦ! ꯑꯩ ꯃꯗꯨ ꯇ꯭ꯔꯥꯏ ꯇꯧꯅꯕ ꯉꯥꯏꯕ ꯉꯝꯗ꯭ꯔꯦ꯫",Manipuri,surprise
4384,ꯍꯧꯖꯤꯛꯀꯥꯟ ꯑꯩꯈꯣꯏꯒꯤ ꯂꯦꯞꯇꯅ ꯄꯤꯕ ꯁꯦꯟꯊꯣꯛ ꯑꯁꯤꯅ ꯅꯉꯣꯟꯗ ꯀꯔꯝꯍꯥꯏꯅ ꯇꯧꯍꯜꯂꯤꯕꯒꯦ ?,Manipuri,happy
4637,ꯊ꯭ꯔꯤ ꯏꯗꯤꯌꯠꯁ ꯑꯁꯤ ꯑꯩꯈꯣꯏꯒꯤ ꯃꯍꯩ ꯃꯁꯤꯡ ꯇꯝꯕꯒꯤ ꯊꯧꯑꯣꯡꯗ ꯏꯀꯥꯏꯈꯨꯝꯅꯗꯕ ꯎꯠꯄꯒꯤꯗꯃꯛ ꯑꯩ ꯌꯦꯡꯕ ꯌꯥꯝꯅ ꯄꯥꯝꯖꯈꯤ꯫,Manipuri,happy
9929,"ᱟᱭᱟᱜ ᱮᱯᱟᱨᱴᱢᱮᱱᱴ ᱨᱮ ᱟᱡ ᱮᱥᱠᱟᱨ ᱜᱮ, ᱩᱱᱤ ᱵᱟᱦᱨᱮ ᱨᱮ ᱫᱷᱟᱫᱚᱥ ᱟᱱ ᱛᱟᱲᱟᱢ ᱨᱮᱭᱟᱜ ᱥᱟᱰᱮ ᱟᱸᱡᱚᱢ ᱠᱮᱫᱟᱭ, ᱟᱨ ᱟᱡ ᱪᱮᱛᱟᱱ ᱨᱮ ᱵᱷᱟᱲᱩᱢᱵᱷᱟᱜ ᱰᱷᱟᱹᱣ ᱚᱴᱟᱝ ᱪᱟᱞᱟᱣ ᱱᱟ ᱾",Santali,fear
4282,"ꯐ꯭ꯔꯤꯖꯒꯤ ꯂꯦꯞꯄ ꯂꯩꯇꯅ ꯉꯪꯕ ꯈꯣꯟꯖꯦꯜ ꯇꯥꯕꯗ ꯊꯃꯣꯏ ꯁꯣꯛꯏ, ꯃꯗꯨ ꯐꯅꯥ ꯂꯩꯕ ꯉꯝꯅꯕ ꯍꯣꯠꯅꯕꯒꯨꯝꯕꯅꯤ꯫",Manipuri,sad
6078,ꯑꯣꯄꯟꯍꯥꯏꯃꯔꯅ ꯃꯍꯥꯛꯅ ꯑꯦꯇꯣꯝ ꯕꯣꯝ ꯄꯨꯊꯣꯛꯈꯤꯕ ꯑꯗꯨꯅ ꯃꯥꯡꯍꯟ ꯇꯥꯛꯍꯟꯕ ꯃꯌꯥꯝ ꯊꯣꯛꯍꯟꯈꯤꯕ ꯑꯗꯨꯒꯤꯗꯃꯛ ꯃꯍꯥꯛꯅ ꯌꯥꯝꯅ ꯊꯤꯅ ꯅꯤꯉꯝꯗꯕ ꯐꯣꯡꯗꯣꯛꯈꯤ꯫,Manipuri,sad
4601,ꯋꯥꯌꯦꯜꯁꯪꯗ ꯀꯦꯁ ꯀꯔꯣꯔ ꯃꯉꯥ ꯍꯦꯟꯅ ꯆꯠꯊꯔꯤ ꯍꯥꯏꯅ ꯍꯥꯏꯔꯛꯂꯕ ꯃꯇꯨꯡꯗ ꯑꯩꯈꯣꯏꯒꯤ ꯋꯥꯌꯦꯜ ꯀꯥꯡꯂꯣꯟꯕꯨ ꯏꯀꯥꯏꯈꯨꯝꯅꯕ ꯑꯁꯤ ꯑꯩꯉꯣꯟꯗ ꯑꯔꯨꯕ ꯑꯣꯏꯅ ꯊꯣꯛꯂꯦ꯫,Manipuri,disgust
4588,ᱩᱱᱤ ᱫᱚ ᱟᱡᱟᱜ ᱚᱲᱟᱜ ᱨᱮᱱᱟᱜ ᱥᱟᱢᱟᱝ ᱫᱩᱣᱟᱹᱨ ᱡᱷᱤᱡ ᱠᱟᱛᱮ ᱢᱤᱫᱴᱟᱝ  ᱧᱩᱛ ᱫᱩᱲᱩᱵ ᱚᱲᱟᱜ ᱨᱮᱭ ᱪᱟᱞᱟᱣ ᱮᱱᱟ ᱡᱟᱸᱦᱟ ᱫᱚ ᱴᱟᱴᱠᱟ ᱜᱮ ᱢᱤᱫ ᱥᱟᱭ ᱦᱚᱲᱟᱜ ᱡᱟᱱᱟᱢ ᱢᱟᱦᱟ ᱨᱮᱭᱟᱜ ᱛᱷᱩᱢ ᱟᱲᱟᱝ ᱠᱚ ᱞᱟᱹᱭ ᱠᱟᱛᱮ ᱡᱤᱱᱟᱹᱣ ᱨᱟᱠᱟᱵ ᱮᱱᱟ ᱾,Santali,surprise
1556,"ᱡᱚᱠᱷᱮᱡ ᱟᱞᱮ ᱟᱞᱮᱭᱟᱜ ᱡᱟᱱᱞᱟ ᱠᱷᱚᱱᱟᱜ ᱮ/ᱥᱤ ᱞᱮ ᱥᱟᱦᱟ ᱠᱮᱫᱟ,  ᱠᱷᱟᱱ ᱚᱱᱟ ᱵᱷᱤᱛᱟᱹᱨ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱡᱮᱣᱮᱫ ᱛᱳᱲ ᱦᱚᱯᱚᱱ ᱧᱮᱞ ᱧᱟᱢ ᱠᱟᱛᱮᱧ ᱵᱷᱟᱲᱩᱝᱵᱷᱟᱜ ᱮᱱᱟ ᱾",Santali,surprise
8559,یلاگیری منٛز چھنہٕ ہوٹلن ہنز  اییر کنڈیشنگ اصل پٲٹھہِ کٲم کران ییٚمہ سۭتہِ  بہٕ گرم آسنہٕ کِنہِ  تتان چھس۔,Kashmiri,anger
10023,ᱦᱚᱲ ᱠᱚ ᱥᱟᱶ ᱧᱮᱯᱮᱞᱼᱨᱚᱯᱚᱲ ᱠᱟᱛᱮᱜ ᱤᱧ ᱟᱹᱰᱤ ᱨᱟᱹᱥᱠᱟᱹᱧ ᱧᱟᱢᱟ ᱾,Santali,happy
256,ᱤᱧ ᱵᱟᱹᱧ ᱵᱩᱡᱷ ᱫᱟᱲᱮ ᱠᱟᱣᱫᱟ ᱡᱮ ᱰᱟᱦᱟᱨ ᱨᱮᱱ ᱚᱵᱷᱤᱱᱚᱭ ᱠᱟᱹᱨᱤᱜᱚᱞ ᱠᱚ ᱢᱩᱫᱽᱨᱮ  ᱱᱩᱱᱟᱹᱜ ᱵᱟᱝ ᱯᱟᱹᱛᱭᱟᱹᱣᱟᱱ ᱦᱩᱱᱟᱹᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾ (ᱦᱚᱲ 1),Santali,surprise
2824,"ᱤᱧ ᱤᱧᱨᱮᱱ ᱜᱤᱫᱽᱨᱟᱹ ᱦᱮᱯᱨᱟᱣ ᱨᱮ ᱮᱱᱮᱡ ᱞᱟᱹᱜᱤᱫ ᱮᱱᱮᱡ ᱟᱥᱲᱟ ᱫᱟᱨᱟᱭ ᱛᱮ ᱠᱟᱹᱣᱰᱤ ᱜᱚᱲᱚ ᱮᱢ ᱧᱮᱞ ᱠᱟᱛᱮᱧ ᱩᱢᱴᱟᱹᱣ ᱮᱱᱟ ᱟᱨ ᱵᱩᱡᱷᱟᱹᱣ ᱮᱫᱟ ᱡᱩᱫᱤ ᱮᱱᱮᱡ ᱵᱤᱨᱫᱟᱹᱜᱟᱲᱨᱮ ᱵᱟᱭ ᱥᱮᱞᱮᱫᱚᱜᱼᱟ, ᱮᱱᱠᱷᱟᱱ ᱩᱱᱤ ᱫᱟᱨᱟᱭ ᱠᱟᱱ ᱥᱮᱨᱢᱟ ᱜᱤᱨᱟᱹ ᱵᱟᱭ ᱧᱟᱢᱟ ᱾ (ᱠᱷᱟᱹᱢᱤᱡ)",Santali,happy
8471,ᱤᱧ ᱨᱮᱱ ᱜᱤᱫᱽᱨᱟᱹᱼᱟᱜ ᱮᱠᱟᱣᱩᱱᱴ ᱡᱷᱤᱡ ᱚᱠᱛᱚ ᱪᱤᱱᱛᱟᱹ ᱨᱮᱧ ᱧᱩᱨ ᱞᱮᱱᱟ ᱡᱚᱠᱷᱚᱱ ᱵᱮᱝᱠ ᱵᱟᱹᱲᱤᱡ ᱦᱟᱞᱚᱛ ᱨᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱠᱟᱨᱚᱱ ᱤᱧᱴᱷᱮᱱ ᱠᱤᱪᱷᱩ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱱᱚᱛᱷᱤ ᱵᱟᱝ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,Santali,sad
8821,بہٕ اوسس واریاہ خوش ییلِہ اسِہ أکس انڈیا تہٕ انگلینڈ کس ون ڈے میچس منٛز وچھ یوراج سنگھ کِرس براڈس شےٚ چھکہٕ لگاوان۔,Kashmiri,happy
10763,ꯃꯤꯑꯣꯏ ꯈꯔꯗꯤ ꯌꯥꯝꯅ ꯇꯨꯀꯠꯆꯩ꯫ ꯃꯍꯥꯛꯅ ꯐꯖꯅ ꯏꯁꯩ ꯁꯛꯇꯕꯒꯤꯗꯃꯛ ꯃꯈꯣꯏꯅ ꯏꯁꯩ ꯁꯛꯄ ꯑꯗꯨꯗ ꯈꯥꯃꯦꯟ ꯑꯁꯤꯟꯕ ꯂꯪꯁꯤꯟꯈꯤ꯫,Manipuri,disgust
5099,ᱤᱧ ᱢᱟᱲᱟᱝ ᱦᱟᱯᱛᱟ ᱠᱷᱚᱱᱟᱜ ᱱᱚᱶᱟ ᱯᱚᱛᱚᱵ ᱤᱧ ᱛᱚᱞᱟᱥ ᱮᱫᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱱᱤᱛᱦᱚᱸ ᱤᱧ ᱚᱱᱟ ᱵᱟᱹᱧ ᱯᱟᱸᱡᱟ ᱧᱟᱢ ᱮᱫᱟ ᱾ ᱯᱚᱛᱚᱵ ᱯᱟᱸᱡᱟᱛᱮ ᱵᱟᱝ ᱧᱟᱢ ᱨᱮᱭᱟᱜ ᱵᱚᱛᱚᱨ ᱤᱧᱮ ᱱᱟᱨᱵᱷᱟᱥ ᱩᱛᱟᱹᱨ ᱤᱫᱤᱧᱟ ᱾,Santali,fear
8290,ꯀꯥꯟꯆꯤꯄꯨꯔꯝ ꯐꯥꯎꯕꯒꯤ ꯂꯝꯕꯤꯁꯤꯡ ꯑꯁꯤ ꯌꯥꯝꯅ ꯐꯩ ꯃꯔꯝ ꯑꯁꯤꯅ ꯒꯥꯔꯤ ꯊꯧꯕꯗ ꯅꯨꯡꯉꯥꯏꯕ ꯑꯣꯏ ꯫,Manipuri,happy
7924,ꯏꯟꯗꯦꯟ ꯒꯦꯁꯅ ꯍꯦꯟꯗꯜ ꯇꯧꯕꯗ ꯂꯥꯏꯕ ꯍꯦꯟꯅ ꯄꯤꯛꯄ ꯐꯥꯏꯕꯔ ꯒ꯭ꯂꯥꯁ ꯁꯤꯂꯤꯟꯗꯔ ꯑꯃ ꯍꯧꯗꯣꯛꯈꯤꯕ ꯃꯇꯝꯗ ꯑꯩ ꯃꯗꯨ ꯌꯥꯝꯅ ꯄꯥꯝꯖꯈꯤ꯫,Manipuri,happy
6124,ᱤᱧ ᱵᱚᱛᱚᱨᱚᱜ ᱠᱟᱹᱱᱟᱹᱧ ᱡᱮ ᱤᱧ ᱠᱟᱹᱢᱤ ᱨᱮᱭᱟᱜ ᱪᱟᱯ ᱵᱟᱹᱧ ᱥᱟᱵ ᱫᱚᱦᱚ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱚᱡᱮ ᱫᱚ ᱱᱚᱣᱟ ᱫᱚ ᱫᱤᱱᱟᱹᱢ ᱜᱮ ᱰᱷᱤᱯᱮ ᱵᱮᱱᱟᱣᱟ ᱾,Santali,fear
2483,ꯂꯥꯏꯔꯤꯛꯁꯤꯡ ꯑꯁꯤꯒꯤꯗꯃꯛꯇ ꯅꯍꯥꯛꯅ ꯃꯃꯜ ꯑꯁꯨꯛ ꯌꯥꯝꯅ ꯂꯧꯔꯤꯕ ꯀꯔꯤꯒꯤꯅꯣ? ꯃꯁꯤ ꯃꯤꯑꯣꯏ ꯑꯃꯅ ꯍꯥꯟꯅ ꯁꯤꯖꯤꯟꯅꯈ꯭ꯔꯕ꯭ꯔꯥ ꯅꯠꯇ꯭ꯔꯒ ꯄ꯭ꯔꯤꯟꯇꯤꯡ ꯄ꯭ꯔꯦꯁꯇꯒꯤ ꯑꯅꯧꯕ ꯑꯣꯏꯕ꯭ꯔꯥ?,Manipuri,anger
3494,مےٚ لوٚب کٕنکہٕ بۄہر منز اکھ مودمت گگر۔,Kashmiri,disgust
4052,ᱜᱟᱦᱟᱠ ᱠᱚ ᱡᱚᱠᱷᱚᱱ ᱟᱞᱮᱭᱟᱜ ᱯᱟᱹᱛᱭᱟᱹᱣᱟᱱ ᱟᱠᱷᱲᱟ ᱥᱩᱵᱤᱫᱷᱟ ᱵᱟᱭ ᱦᱟᱛᱟᱣᱟ ᱩᱱᱫᱚ ᱱᱚᱶᱟ ᱵᱷᱟᱵᱽᱱᱟᱣᱟᱱᱟᱜ ᱠᱟᱱᱟ ᱾,Santali,sad
2271,"ꯀꯔꯤꯒꯨꯝꯕ ꯑꯩꯅ ꯑꯩꯒꯤ ꯑꯣꯟꯂꯥꯏꯟ ꯁꯦꯀ꯭ꯌꯨꯔꯤꯇꯤ ꯉꯥꯛꯁꯦꯟꯅꯕꯗ ꯃꯊꯧ ꯇꯥꯕ ꯈꯣꯡꯊꯥꯡꯁꯤꯡ ꯂꯧꯀꯠꯇ꯭ꯔꯕꯗꯤ, ꯑꯩ ꯁꯥꯏꯕꯔꯀ꯭ꯔꯤꯃꯤꯅꯦꯜꯁꯤꯡꯒꯤ ꯇꯥꯔꯒꯦꯠ ꯑꯃ ꯑꯣꯏꯔꯛꯀꯅꯤ ꯍꯥꯏꯅ ꯑꯩ ꯃꯤꯄꯥꯏ꯫",Manipuri,fear
10852,ᱤᱧᱤᱧ ᱟᱹᱲᱤᱥᱚᱜᱼᱟ ᱡᱚᱠᱷᱚᱱ ᱤᱧ ᱵᱟᱹᱲᱤᱡ ᱡᱚᱢᱟᱜ ᱜᱤᱰᱤ ᱠᱟᱜ ᱦᱩᱭᱩᱜ ᱛᱤᱧᱟᱹ ᱚᱡᱮᱫᱚ ᱱᱚᱶᱟ ᱯᱨᱤᱡᱽ ᱫᱚ ᱟᱭᱟᱜ ᱠᱟᱹᱢᱤ ᱦᱚᱸ ᱴᱷᱤᱠ ᱥᱟᱹᱦᱤᱡ ᱵᱟᱭ ᱠᱟᱹᱢᱤ ᱫᱟᱲᱮᱭᱟᱜ ᱠᱟᱱᱟ ᱾,Santali,anger
11831,ꯑꯩꯈꯣꯏꯅ ꯎꯕ ꯄꯥꯝꯖꯕ ꯃꯐꯝ ꯑꯗꯨꯒꯤ ꯆꯠꯅꯕꯤ ꯑꯗꯨ ꯂꯦꯞꯈꯤꯕ ꯃꯇꯨꯡ ꯏꯟꯅ ꯊꯣꯛꯈꯤꯗꯕꯗ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯇꯦ꯫,Manipuri,sad
9542,مےٚ کٔر نہٕ صبحٕکہ پیٹھٕ کٲمٕے تہٕ امہ کنۍ دیو مہربٲنی کٔرتھ مےٚ أکس گٲنٛٹس  پنن ریڑٕ تہنٛدس دکانس برٛۄنٛہہ کنہ لاگنک اجازت،ریڑٕ وول,Kashmiri,sad
4380,مےٚ گٔیہ خوشی ییٚلہ میٲنۍ نیٚچوۍ پٔتۍمہ ریتہٕ کامیٲبی سان پنن انڈرگریجویٹ میجر کمپیوٹر ساینس پیٛٹھٕ شماریاتس منٛز تبدیل کوٚر۔,Kashmiri,happy
11102,"ꯃꯔꯨꯑꯣꯏꯕ ꯃꯤꯐꯝ ꯑꯃꯅ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅ ꯇ꯭ꯔꯦꯟ ꯇꯤꯀꯦꯠ ꯑꯗꯨ ꯌꯩꯊꯣꯛꯅꯕ ꯑꯩꯅ ꯉꯔꯥꯡ ꯍꯥꯏꯈꯤ ꯑꯗꯨꯕꯨ ꯅꯍꯥꯛꯅ ꯍꯧꯖꯤꯛ ꯐꯥꯎꯕ ꯇꯧꯗ꯭ꯔꯤ, ꯅꯍꯥꯛꯅ ꯇꯧꯔꯤꯁꯦ ꯀꯔꯤꯅꯣ?",Manipuri,anger
10589,ꯉꯔꯥꯡ ꯅꯨꯡꯗꯥꯡ ꯑꯩꯈꯣꯏꯒꯤ ꯏꯃꯨꯡ ꯃꯅꯨꯡꯒꯤ ꯃꯤꯑꯣꯏꯁꯤꯡꯅ ꯇꯤ.ꯚꯤ.ꯗ ꯀꯔꯤꯕꯨ ꯌꯦꯡꯂꯤꯕꯅꯣ ꯍꯥꯏꯅ ꯑꯩꯍꯥꯛꯅ ꯈꯟꯖꯥꯟꯅꯈꯤ ꯑꯗꯨꯒ ꯃꯗꯨ ꯑꯩꯍꯥꯛꯅ ꯐꯤꯠꯅꯦꯁꯀꯤ ꯃꯇꯥꯡꯗ ꯄꯤꯈꯤꯕ ꯏꯟꯇꯔꯕ꯭ꯌꯨ ꯑꯗꯨꯅꯤ ꯍꯥꯏꯅ ꯎꯔꯛꯄꯗꯒꯤ ꯑꯩꯍꯥꯛ ꯄꯨꯝꯉꯛ ꯉꯛꯈꯤ ꯫,Manipuri,surprise
2403,"ᱤᱧ ᱥᱚᱱᱫᱤᱯ ᱥᱤᱝ ᱫᱚ ᱢᱤᱫ ᱫᱩᱨᱷᱚᱴᱱᱟ ᱛᱟᱭᱚᱢ ᱵᱷᱟᱨᱚᱛᱤᱭᱚ ᱦᱳᱠᱤ ᱴᱤᱢ ᱨᱮ ᱨᱩᱣᱟᱹᱲ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱦᱱᱤ ᱚᱞ ᱧᱮᱞᱛᱮ ᱟᱹᱰᱤᱭ ᱠᱩᱥᱤᱭᱮᱱᱟ, ᱪᱮᱫᱟᱜ ᱥᱮ ᱢᱤᱫ ᱫᱩᱨᱜᱷᱚᱴᱱᱟ ᱨᱮ ᱩᱱᱤᱭᱟᱜ ᱰᱟᱸᱰᱟ ᱞᱟᱛᱟᱨ ᱥᱮᱱᱟᱜ ᱦᱤᱸᱥ ᱯᱮᱨᱟᱞᱟᱭᱥᱤᱥ ᱞᱮᱱ ᱛᱟᱭᱟ ᱾",Santali,happy
4232,یمۄ  اختلافو کِنہِ پنٗن ٹوٹھ بٗك كلب راونٗك خیال چھٗ ورِیاہ پریشان كٗن ۔,Kashmiri,fear
11914,ꯃꯇꯝꯒꯤ ꯃꯇꯨꯡ ꯏꯟꯅ ꯑꯩꯒꯤ ꯁꯦꯜ ꯇꯨꯡꯁꯤꯟꯕ ꯑꯗꯨ ꯀꯌꯥ ꯌꯥꯝꯗꯅ ꯍꯦꯟꯒꯠꯂꯛꯈꯤꯕꯒꯦ ꯍꯥꯏꯕꯗꯨ ꯎꯕꯗ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯇꯦ ꯫,Manipuri,sad
10497,مےٚ چھٖنہٕ بہوانٕے ز سرٛانہٕ کٗٹِھس چھے٘ سارییہ ہجہِ كٕجہِ ۔  مےٚ ٲس نہٕ یہ وۄمید  ییٚلہ مےٚ ژٕ  بطور دٔسِل کامہ  اوٚنکھ ۔,Kashmiri,anger
5398,مےٚ ووٚنُے ژے گوڈیہ دہِ لٕٹہِ زِ مےٚ کٔر پننہِ کریڈٹ کارڈٕچ بِل ادا کرنٕچ کوشِش مگر بینک سرورس اوس مسلہٕ۔ یہ چھنہٕ میٲنۍ غلطی!,Kashmiri,anger
5396,شکریہ! بہٕ چُھس سمجھان زِ مہارت تہٕ انفرٲدی توجو چُھنہٕ مفت ۔,Kashmiri,surprise
9197,ᱥᱟᱭᱵᱟᱨ ᱥᱤᱠᱤᱣᱨᱤᱴᱤ ᱴᱟᱸᱰᱟ ᱯᱟᱨᱚᱢ ᱤᱫᱤ ᱠᱟᱛᱮ ᱪᱤᱱᱛᱟᱹ ᱠᱷᱟᱹᱛᱤᱨ ᱠᱮᱴᱮᱡ ᱨᱩᱠᱷᱤᱭᱟᱹᱣ ᱩᱯᱟᱹᱭ ᱞᱟᱹᱜᱩ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾,Santali,fear
